gene_index,chromosome,ensembl_gene_id,gene_symbol,gene_start,gene_end,length
chr4@ENSG00000249924@RP11-27G13.1@155286162@155287136,chr4,ENSG00000249924,RP11-27G13.1,155286162,155287136,370
chr4@ENSG00000164114@MAP9@155342658@155376970,chr4,ENSG00000164114,MAP9,155342658,155376970,8857
chr4@ENSG00000250205@YWHAEP4@155381042@155381239,chr4,ENSG00000250205,YWHAEP4,155381042,155381239,198
chr4@ENSG00000250398@RP11-27G13.4@155383107@155384102,chr4,ENSG00000250398,RP11-27G13.4,155383107,155384102,346
chr4@ENSG00000271606@RP11-27G13.5@155385352@155385492,chr4,ENSG00000271606,RP11-27G13.5,155385352,155385492,141
chr4@ENSG00000249247@RP11-627H22.9@155451617@155452405,chr4,ENSG00000249247,RP11-627H22.9,155451617,155452405,789
chr4@ENSG00000249770@MTND6P17@155452526@155453044,chr4,ENSG00000249770,MTND6P17,155452526,155453044,519
chr4@ENSG00000248748@MTND5P9@155453049@155454803,chr4,ENSG00000248748,MTND5P9,155453049,155454803,1755
chr4@ENSG00000248548@MTND4P8@155455050@155456411,chr4,ENSG00000248548,MTND4P8,155455050,155456411,1362
chr4@ENSG00000249127@MTND3P3@155456638@155456981,chr4,ENSG00000249127,MTND3P3,155456638,155456981,126
chr4@ENSG00000249698@RP11-627H22.8@155457180@155457960,chr4,ENSG00000249698,RP11-627H22.8,155457180,155457960,781
chr4@ENSG00000248420@MTATP6P9@155457961@155458640,chr4,ENSG00000248420,MTATP6P9,155457961,155458640,680
chr4@ENSG00000249386@RP11-627H22.6@155458870@155459563,chr4,ENSG00000249386,RP11-627H22.6,155458870,155459563,694
chr4@ENSG00000251223@RP11-627H22.5@155459704@155461237,chr4,ENSG00000251223,RP11-627H22.5,155459704,155461237,1534
chr4@ENSG00000248907@MTND2P33@155461633@155462663,chr4,ENSG00000248907,MTND2P33,155461633,155462663,1031
chr4@ENSG00000251407@MTND1P22@155462873@155463823,chr4,ENSG00000251407,MTND1P22,155462873,155463823,951
chr4@ENSG00000251244@RP13-487K5.1@155515727@155517459,chr4,ENSG00000251244,RP13-487K5.1,155515727,155517459,519
chr4@ENSG00000164116@GUCY1A3@155666711@155732349,chr4,ENSG00000164116,GUCY1A3,155666711,155732349,5766
chr4@ENSG00000260244@RP11-588K22.2@155734448@155737062,chr4,ENSG00000260244,RP11-588K22.2,155734448,155737062,2615
chr4@ENSG00000061918@GUCY1B3@155758992@155807591,chr4,ENSG00000061918,GUCY1B3,155758992,155807591,3724
chr4@ENSG00000256394@ASIC5@155829729@155866273,chr4,ENSG00000256394,ASIC5,155829729,155866273,1692
chr4@ENSG00000151790@TDO2@155854738@155920406,chr4,ENSG00000151790,TDO2,155854738,155920406,5264
chr4@ENSG00000256043@CTSO@155924118@155953917,chr4,ENSG00000256043,CTSO,155924118,155953917,2954
chr4@ENSG00000249013@FTH1P21@156006478@156006988,chr4,ENSG00000249013,FTH1P21,156006478,156006988,511
chr4@ENSG00000221189@AC108211.1@156296561@156296646,chr4,ENSG00000221189,AC108211.1,156296561,156296646,86
chr4@ENSG00000251511@RP11-171N4.1@156585979@156590039,chr4,ENSG00000251511,RP11-171N4.1,156585979,156590039,993
chr4@ENSG00000251283@RP11-171N4.2@156634494@156642454,chr4,ENSG00000251283,RP11-171N4.2,156634494,156642454,607
chr4@ENSG00000249479@RP11-171N4.3@156642580@156643569,chr4,ENSG00000249479,RP11-171N4.3,156642580,156643569,175
chr4@ENSG00000248912@RP11-171N4.4@156686664@156692636,chr4,ENSG00000248912,RP11-171N4.4,156686664,156692636,947
chr4@ENSG00000145431@PDGFC@156760454@156971394,chr4,ENSG00000145431,PDGFC,156760454,156971394,5593
chr4@ENSG00000248629@RP11-154F14.2@156841359@156842236,chr4,ENSG00000248629,RP11-154F14.2,156841359,156842236,267
chr4@ENSG00000280284@RP11-154F14.3@156876435@156876820,chr4,ENSG00000280284,RP11-154F14.3,156876435,156876820,386
chr4@ENSG00000278880@RP11-612J15.1@156886645@156886862,chr4,ENSG00000278880,RP11-612J15.1,156886645,156886862,218
chr4@ENSG00000250622@RP11-612J15.3@156972631@156972956,chr4,ENSG00000250622,RP11-612J15.3,156972631,156972956,326
chr4@ENSG00000252350@RPPH1-3P@156986372@156986693,chr4,ENSG00000252350,RPPH1-3P,156986372,156986693,322
chr4@ENSG00000252524@Y_RNA@157064557@157064663,chr4,ENSG00000252524,Y_RNA,157064557,157064663,107
chr4@ENSG00000109738@GLRB@157076057@157172090,chr4,ENSG00000109738,GLRB,157076057,157172090,3459
chr4@ENSG00000199859@RNU6-582P@157201562@157201668,chr4,ENSG00000199859,RNU6-582P,157201562,157201668,107
chr4@ENSG00000120251@GRIA2@157204182@157366075,chr4,ENSG00000120251,GRIA2,157204182,157366075,8941
chr4@ENSG00000249819@RP11-392C20.1@157204462@157204855,chr4,ENSG00000249819,RP11-392C20.1,157204462,157204855,394
chr4@ENSG00000263738@AC079233.1@157360144@157360198,chr4,ENSG00000263738,AC079233.1,157360144,157360198,55
chr4@ENSG00000234111@RP11-364P22.1@157572490@157576154,chr4,ENSG00000234111,RP11-364P22.1,157572490,157576154,1493
chr4@ENSG00000221618@AC093817.1@157588148@157588235,chr4,ENSG00000221618,AC093817.1,157588148,157588235,88
chr4@ENSG00000249275@RP11-364P22.2@157637687@157667044,chr4,ENSG00000249275,RP11-364P22.2,157637687,157667044,812
chr4@ENSG00000200521@Y_RNA@157768013@157768113,chr4,ENSG00000200521,Y_RNA,157768013,157768113,101
chr4@ENSG00000249627@RP11-312A15.1@157815010@157815480,chr4,ENSG00000249627,RP11-312A15.1,157815010,157815480,471
chr4@ENSG00000279703@RP11-364P22.3@157818101@157818572,chr4,ENSG00000279703,RP11-364P22.3,157818101,157818572,472
chr4@ENSG00000279994@RP11-312A15.2@157945817@157946642,chr4,ENSG00000279994,RP11-312A15.2,157945817,157946642,826
chr4@ENSG00000250475@RP11-312A15.3@157968412@157969615,chr4,ENSG00000250475,RP11-312A15.3,157968412,157969615,890
chr4@ENSG00000279139@RP11-597D13.1@158109500@158110153,chr4,ENSG00000279139,RP11-597D13.1,158109500,158110153,654
chr4@ENSG00000280140@RP11-597D13.2@158111361@158111931,chr4,ENSG00000280140,RP11-597D13.2,158111361,158111931,571
chr4@ENSG00000164125@FAM198B@158124474@158173318,chr4,ENSG00000164125,FAM198B,158124474,158173318,7880
chr4@ENSG00000248429@RP11-597D13.9@158170752@158202877,chr4,ENSG00000248429,RP11-597D13.9,158170752,158202877,5639
chr4@ENSG00000251073@NUDT19P5@158182825@158183393,chr4,ENSG00000251073,NUDT19P5,158182825,158183393,569
chr4@ENSG00000250604@RP11-597D13.8@158199105@158200442,chr4,ENSG00000250604,RP11-597D13.8,158199105,158200442,365
chr4@ENSG00000164124@TMEM144@158201604@158255411,chr4,ENSG00000164124,TMEM144,158201604,158255411,9243
chr4@ENSG00000251429@RP11-597D13.7@158270378@158278676,chr4,ENSG00000251429,RP11-597D13.7,158270378,158278676,3616
chr4@ENSG00000171509@RXFP1@158315311@158653372,chr4,ENSG00000171509,RXFP1,158315311,158653372,5684
chr4@ENSG00000199634@RNU4-79P@158395394@158395534,chr4,ENSG00000199634,RNU4-79P,158395394,158395534,141
chr4@ENSG00000248387@RP11-781M16.1@158469586@158470702,chr4,ENSG00000248387,RP11-781M16.1,158469586,158470702,652
chr4@ENSG00000249901@RP11-781M16.2@158490766@158509908,chr4,ENSG00000249901,RP11-781M16.2,158490766,158509908,659
chr4@ENSG00000205208@C4orf46@158666679@158672255,chr4,ENSG00000205208,C4orf46,158666679,158672255,3730
chr4@ENSG00000171503@ETFDH@158672125@158709623,chr4,ENSG00000171503,ETFDH,158672125,158709623,4493
chr4@ENSG00000271817@U3@158700691@158700909,chr4,ENSG00000271817,U3,158700691,158700909,219
chr4@ENSG00000171497@PPID@158709134@158723396,chr4,ENSG00000171497,PPID,158709134,158723396,2509
chr4@ENSG00000052795@FNIP2@158769138@158908049,chr4,ENSG00000052795,FNIP2,158769138,158908049,10868
chr4@ENSG00000206703@RNU6-128P@158794590@158794696,chr4,ENSG00000206703,RNU6-128P,158794590,158794696,107
chr4@ENSG00000164123@C4orf45@158893134@159038760,chr4,ENSG00000164123,C4orf45,158893134,159038760,1438
chr4@ENSG00000274535@SNORD39@158909373@158909450,chr4,ENSG00000274535,SNORD39,158909373,158909450,78
chr4@ENSG00000221314@AC093700.1@159000146@159000290,chr4,ENSG00000221314,AC093700.1,159000146,159000290,145
chr4@ENSG00000248988@RP11-815N9.2@159007119@159007835,chr4,ENSG00000248988,RP11-815N9.2,159007119,159007835,717
chr4@ENSG00000249367@FABP5P12@159026139@159026527,chr4,ENSG00000249367,FABP5P12,159026139,159026527,389
chr4@ENSG00000206978@Y_RNA@159064297@159064398,chr4,ENSG00000206978,Y_RNA,159064297,159064398,102
chr4@ENSG00000109756@RAPGEF2@159104178@159360169,chr4,ENSG00000109756,RAPGEF2,159104178,159360169,12005
chr4@ENSG00000266377@AC095064.1@159123633@159123684,chr4,ENSG00000266377,AC095064.1,159123633,159123684,52
chr4@ENSG00000264105@MIR3688-1@159128802@159128894,chr4,ENSG00000264105,MIR3688-1,159128802,159128894,93
chr4@ENSG00000248552@RP11-138A23.1@159375099@159375322,chr4,ENSG00000248552,RP11-138A23.1,159375099,159375322,224
chr4@ENSG00000250180@RP11-138A23.2@159398533@159401246,chr4,ENSG00000250180,RP11-138A23.2,159398533,159401246,565
chr4@ENSG00000250488@RP11-6C14.1@159666503@159777784,chr4,ENSG00000250488,RP11-6C14.1,159666503,159777784,358
chr4@ENSG00000274246@AC097466.1@159722801@159722885,chr4,ENSG00000274246,AC097466.1,159722801,159722885,85
chr4@ENSG00000250997@RP11-502M1.1@160521829@160522311,chr4,ENSG00000250997,RP11-502M1.1,160521829,160522311,483
chr4@ENSG00000249425@RP11-502M1.2@160539254@160586817,chr4,ENSG00000249425,RP11-502M1.2,160539254,160586817,1417
chr4@ENSG00000242635@RPS14P7@160818422@160818869,chr4,ENSG00000242635,RPS14P7,160818422,160818869,448
chr4@ENSG00000221362@AC106860.1@161003877@161003958,chr4,ENSG00000221362,AC106860.1,161003877,161003958,82
chr4@ENSG00000249568@RP11-234O6.2@161378953@161388417,chr4,ENSG00000249568,RP11-234O6.2,161378953,161388417,2840
chr4@ENSG00000168843@FSTL5@161383897@162164035,chr4,ENSG00000168843,FSTL5,161383897,162164035,5355
chr4@ENSG00000249419@RP11-497K21.1@162022733@162047567,chr4,ENSG00000249419,RP11-497K21.1,162022733,162047567,1105
chr4@ENSG00000251253@MTHFD2P4@162322188@162323907,chr4,ENSG00000251253,MTHFD2P4,162322188,162323907,1025
chr4@ENSG00000248396@TOMM22P4@162521682@162522041,chr4,ENSG00000248396,TOMM22P4,162521682,162522041,336
chr4@ENSG00000274761@AC005150.3@162709588@162709655,chr4,ENSG00000274761,AC005150.3,162709588,162709655,68
chr4@ENSG00000248431@AC005150.1@162740668@162742048,chr4,ENSG00000248431,AC005150.1,162740668,162742048,628
chr4@ENSG00000273556@AC005150.2@162742591@162742677,chr4,ENSG00000273556,AC005150.2,162742591,162742677,87
chr4@ENSG00000276106@AC084752.1@162979724@162979775,chr4,ENSG00000276106,AC084752.1,162979724,162979775,52
chr4@ENSG00000251123@RP11-580J4.1@162984795@162985416,chr4,ENSG00000251123,RP11-580J4.1,162984795,162985416,622
chr4@ENSG00000250027@RP11-563E2.2@163108785@163119965,chr4,ENSG00000250027,RP11-563E2.2,163108785,163119965,777
chr4@ENSG00000145414@NAF1@163110073@163166921,chr4,ENSG00000145414,NAF1,163110073,163166921,4808
chr4@ENSG00000250547@RP11-719L21.1@163265575@163266583,chr4,ENSG00000250547,RP11-719L21.1,163265575,163266583,1009
chr4@ENSG00000164128@NPY1R@163323961@163344832,chr4,ENSG00000164128,NPY1R,163323961,163344832,4180
chr4@ENSG00000164129@NPY5R@163343939@163351934,chr4,ENSG00000164129,NPY5R,163343939,163351934,3291
chr4@ENSG00000227283@RPL35AP12@163382179@163382516,chr4,ENSG00000227283,RPL35AP12,163382179,163382516,338
chr4@ENSG00000151005@TKTL2@163471093@163473746,chr4,ENSG00000151005,TKTL2,163471093,163473746,2654
chr4@ENSG00000198498@TMA16@163494442@163520539,chr4,ENSG00000198498,TMA16,163494442,163520539,3513
chr4@ENSG00000264535@AC093788.1@163523292@163523386,chr4,ENSG00000264535,AC093788.1,163523292,163523386,95
chr4@ENSG00000145416@MARCH1@163524298@164384050,chr4,ENSG00000145416,MARCH1,163524298,164384050,10421
chr4@ENSG00000273449@RP11-218F10.3@163529771@163530697,chr4,ENSG00000273449,RP11-218F10.3,163529771,163530697,927
chr4@ENSG00000253001@RN7SKP105@163828800@163829113,chr4,ENSG00000253001,RN7SKP105,163828800,163829113,314
chr4@ENSG00000177803@RP11-606P2.1@163932526@163933182,chr4,ENSG00000177803,RP11-606P2.1,163932526,163933182,657
chr4@ENSG00000250746@RP11-39C10.1@164188311@164190367,chr4,ENSG00000250746,RP11-39C10.1,164188311,164190367,2057
chr4@ENSG00000248546@ANP32C@164197007@164197711,chr4,ENSG00000248546,ANP32C,164197007,164197711,705
chr4@ENSG00000251162@RP11-75A5.1@164597719@164597976,chr4,ENSG00000251162,RP11-75A5.1,164597719,164597976,258
chr4@ENSG00000223037@RNU6-284P@164620732@164620837,chr4,ENSG00000223037,RNU6-284P,164620732,164620837,106
chr4@ENSG00000248162@RP11-294O2.1@164725310@164726706,chr4,ENSG00000248162,RP11-294O2.1,164725310,164726706,1397
chr4@ENSG00000248771@LINC01207@164754064@164803795,chr4,ENSG00000248771,LINC01207,164754064,164803795,3190
chr4@ENSG00000201050@RNU6-668P@164787290@164787396,chr4,ENSG00000201050,RNU6-668P,164787290,164787396,107
chr4@ENSG00000248329@APELA@164877004@164898965,chr4,ENSG00000248329,APELA,164877004,164898965,3089
chr4@ENSG00000250227@TRIM60P14@164915565@164916983,chr4,ENSG00000250227,TRIM60P14,164915565,164916983,1419
chr4@ENSG00000244146@RP11-366M4.2@164920618@164921063,chr4,ENSG00000244146,RP11-366M4.2,164920618,164921063,446
chr4@ENSG00000221891@FAM218BP@164929494@164929951,chr4,ENSG00000221891,FAM218BP,164929494,164929951,458
chr4@ENSG00000270960@RP11-366M4.18@164933086@164933506,chr4,ENSG00000270960,RP11-366M4.18,164933086,164933506,421
chr4@ENSG00000248645@RP11-366M4.6@164938322@164939990,chr4,ENSG00000248645,RP11-366M4.6,164938322,164939990,1346
chr4@ENSG00000121089@NACA3P@164943290@164943937,chr4,ENSG00000121089,NACA3P,164943290,164943937,648
chr4@ENSG00000236941@RP11-366M4.8@164948079@164949438,chr4,ENSG00000236941,RP11-366M4.8,164948079,164949438,1360
chr4@ENSG00000183439@TRIM61@164954446@164977668,chr4,ENSG00000183439,TRIM61,164954446,164977668,1582
chr4@ENSG00000250486@FAM218A@164956948@164959122,chr4,ENSG00000250486,FAM218A,164956948,164959122,2175
chr4@ENSG00000248632@RP11-366M4.11@164968587@164970002,chr4,ENSG00000248632,RP11-366M4.11,164968587,164970002,1416
chr4@ENSG00000248229@RP11-366M4.12@164987265@164987787,chr4,ENSG00000248229,RP11-366M4.12,164987265,164987787,523
chr4@ENSG00000250887@RP11-366M4.13@165007086@165007959,chr4,ENSG00000250887,RP11-366M4.13,165007086,165007959,747
chr4@ENSG00000250712@RP11-366M4.14@165010459@165011851,chr4,ENSG00000250712,RP11-366M4.14,165010459,165011851,1393
chr4@ENSG00000240674@RP11-366M4.1@165012366@165012845,chr4,ENSG00000240674,RP11-366M4.1,165012366,165012845,480
chr4@ENSG00000276623@RP11-366M4.19@165016887@165017433,chr4,ENSG00000276623,RP11-366M4.19,165016887,165017433,547
chr4@ENSG00000250430@RP11-366M4.15@165026261@165026944,chr4,ENSG00000250430,RP11-366M4.15,165026261,165026944,684
chr4@ENSG00000176979@TRIM60@165031953@165041744,chr4,ENSG00000176979,TRIM60,165031953,165041744,2082
chr4@ENSG00000249617@RP11-366M4.17@165045969@165046280,chr4,ENSG00000249617,RP11-366M4.17,165045969,165046280,312
chr4@ENSG00000250374@TRIM75P@165059148@165060554,chr4,ENSG00000250374,TRIM75P,165059148,165060554,1407
chr4@ENSG00000170088@TMEM192@165070608@165208549,chr4,ENSG00000170088,TMEM192,165070608,165208549,10241
chr4@ENSG00000109466@KLHL2@165207618@165323156,chr4,ENSG00000109466,KLHL2,165207618,165323156,3872
chr4@ENSG00000200974@RNU4-87P@165252580@165252661,chr4,ENSG00000200974,RNU4-87P,165252580,165252661,82
chr4@ENSG00000229894@RP11-668G10.2@165277984@165279645,chr4,ENSG00000229894,RP11-668G10.2,165277984,165279645,1662
chr4@ENSG00000052802@MSMO1@165327623@165343160,chr4,ENSG00000052802,MSMO1,165327623,165343160,2892
chr4@ENSG00000109472@CPE@165361194@165498320,chr4,ENSG00000109472,CPE,165361194,165498320,2958
chr4@ENSG00000207559@MIR578@165386242@165386337,chr4,ENSG00000207559,MIR578,165386242,165386337,96
chr4@ENSG00000251596@HADHAP1@165404067@165406350,chr4,ENSG00000251596,HADHAP1,165404067,165406350,2284
chr4@ENSG00000248287@SCGB1D5P@165517255@165517501,chr4,ENSG00000248287,SCGB1D5P,165517255,165517501,247
chr4@ENSG00000248327@NOL8P1@165547532@165551060,chr4,ENSG00000248327,NOL8P1,165547532,165551060,3529
chr4@ENSG00000250725@RP11-511B7.1@165664350@165665671,chr4,ENSG00000250725,RP11-511B7.1,165664350,165665671,1045
chr4@ENSG00000249500@LINC01179@165684639@165762778,chr4,ENSG00000249500,LINC01179,165684639,165762778,2163
chr4@ENSG00000038295@TLL1@165873258@166103895,chr4,ENSG00000038295,TLL1,165873258,166103895,7522
chr4@ENSG00000252959@RNA5SP170@166053187@166053287,chr4,ENSG00000252959,RNA5SP170,166053187,166053287,101
chr4@ENSG00000266254@AC093874.1@166227765@166227832,chr4,ENSG00000266254,AC093874.1,166227765,166227832,68
chr4@ENSG00000206711@Y_RNA@166312935@166313034,chr4,ENSG00000206711,Y_RNA,166312935,166313034,100
chr4@ENSG00000249675@RP11-217C7.1@166388701@166526119,chr4,ENSG00000249675,RP11-217C7.1,166388701,166526119,934
chr4@ENSG00000196104@SPOCK3@166733384@167234796,chr4,ENSG00000196104,SPOCK3,166733384,167234796,4482
chr4@ENSG00000212373@RNA5SP171@166918364@166918478,chr4,ENSG00000212373,RNA5SP171,166918364,166918478,115
chr4@ENSG00000275159@AC010103.1@166981301@166981386,chr4,ENSG00000275159,AC010103.1,166981301,166981386,86
chr4@ENSG00000250150@RP11-436A7.1@167306910@167308789,chr4,ENSG00000250150,RP11-436A7.1,167306910,167308789,589
chr4@ENSG00000240772@RN7SL776P@167400495@167400762,chr4,ENSG00000240772,RN7SL776P,167400495,167400762,268
chr4@ENSG00000248913@PHBP14@167648430@167648796,chr4,ENSG00000248913,PHBP14,167648430,167648796,367
chr4@ENSG00000222721@RN7SKP188@167662986@167663302,chr4,ENSG00000222721,RN7SKP188,167662986,167663302,317
chr4@ENSG00000270336@RP11-521F1.1@167741879@167742287,chr4,ENSG00000270336,RP11-521F1.1,167741879,167742287,409
chr4@ENSG00000248601@RP11-310I9.1@167946674@168113331,chr4,ENSG00000248601,RP11-310I9.1,167946674,168113331,447
chr4@ENSG00000109511@ANXA10@168092515@168187690,chr4,ENSG00000109511,ANXA10,168092515,168187690,1812
chr4@ENSG00000137628@DDX60@168216293@168318807,chr4,ENSG00000137628,DDX60,168216293,168318807,6750
chr4@ENSG00000181381@DDX60L@168356735@168537786,chr4,ENSG00000181381,DDX60L,168356735,168537786,12156
chr4@ENSG00000207171@SNORA51@168471409@168471539,chr4,ENSG00000207171,SNORA51,168471409,168471539,131
chr4@ENSG00000129116@PALLD@168497066@168928457,chr4,ENSG00000129116,PALLD,168497066,168928457,10114
chr4@ENSG00000229226@BTF3L4P4@168598240@168598757,chr4,ENSG00000229226,BTF3L4P4,168598240,168598757,449
chr4@ENSG00000249623@RP11-610J23.1@168647896@168648587,chr4,ENSG00000249623,RP11-610J23.1,168647896,168648587,448
chr4@ENSG00000206613@RNU6-1336P@168686608@168686716,chr4,ENSG00000206613,RNU6-1336P,168686608,168686716,109
chr4@ENSG00000214676@RPL9P16@168755816@168756382,chr4,ENSG00000214676,RPL9P16,168755816,168756382,567
chr4@ENSG00000249609@RP11-635L1.3@168828919@168832937,chr4,ENSG00000249609,RP11-635L1.3,168828919,168832937,552
chr4@ENSG00000279384@RP11-635L1.2@168843988@168844735,chr4,ENSG00000279384,RP11-635L1.2,168843988,168844735,748
chr4@ENSG00000145439@CBR4@168863770@169010275,chr4,ENSG00000145439,CBR4,168863770,169010275,5110
chr4@ENSG00000201176@RNU6-853P@168885355@168885461,chr4,ENSG00000201176,RNU6-853P,168885355,168885461,107
chr4@ENSG00000201818@RNY4P17@169005249@169005344,chr4,ENSG00000201818,RNY4P17,169005249,169005344,96
chr4@ENSG00000251445@RP11-483A20.3@169010430@169010939,chr4,ENSG00000251445,RP11-483A20.3,169010430,169010939,183
chr4@ENSG00000154447@SH3RF1@169094256@169271105,chr4,ENSG00000154447,SH3RF1,169094256,169271105,5624
chr4@ENSG00000214671@RPL6P12@169166272@169167117,chr4,ENSG00000214671,RPL6P12,169166272,169167117,846
chr4@ENSG00000251171@RP11-327O17.2@169201794@169220349,chr4,ENSG00000251171,RP11-327O17.2,169201794,169220349,637
chr4@ENSG00000137601@NEK1@169393275@169612629,chr4,ENSG00000137601,NEK1,169393275,169612629,7755
chr4@ENSG00000109572@CLCN3@169612633@169723673,chr4,ENSG00000109572,CLCN3,169612633,169723673,8123
chr4@ENSG00000056050@C4orf27@169729465@169757953,chr4,ENSG00000056050,C4orf27,169729465,169757953,1436
chr4@ENSG00000264713@AC106878.1@169785194@169785280,chr4,ENSG00000264713,AC106878.1,169785194,169785280,87
chr4@ENSG00000229204@PTGES3P3@169791221@169791702,chr4,ENSG00000229204,PTGES3P3,169791221,169791702,482
chr4@ENSG00000248625@RP11-205M3.1@169832653@169833363,chr4,ENSG00000248625,RP11-205M3.1,169832653,169833363,711
chr4@ENSG00000248319@RP11-205M3.3@169917761@169975902,chr4,ENSG00000248319,RP11-205M3.3,169917761,169975902,4365
chr4@ENSG00000278584@AC079768.1@169924288@169924339,chr4,ENSG00000278584,AC079768.1,169924288,169924339,52
chr4@ENSG00000251200@RP11-6E9.5@169945981@169963334,chr4,ENSG00000251200,RP11-6E9.5,169945981,169963334,449
chr4@ENSG00000249955@RP11-6E9.4@169981747@169993806,chr4,ENSG00000249955,RP11-6E9.4,169981747,169993806,554
chr4@ENSG00000198948@MFAP3L@169986597@170033031,chr4,ENSG00000198948,MFAP3L,169986597,170033031,8741
chr4@ENSG00000109576@AADAT@170060222@170091699,chr4,ENSG00000109576,AADAT,170060222,170091699,2981
chr4@ENSG00000248822@APOBEC3AP1@170099818@170100104,chr4,ENSG00000248822,APOBEC3AP1,170099818,170100104,287
chr4@ENSG00000248739@RP11-654F3.1@170141292@170142532,chr4,ENSG00000248739,RP11-654F3.1,170141292,170142532,843
chr4@ENSG00000250266@RP11-789C1.1@170273919@170283079,chr4,ENSG00000250266,RP11-789C1.1,170273919,170283079,469
chr4@ENSG00000251061@RP11-789C1.2@170343089@170372311,chr4,ENSG00000251061,RP11-789C1.2,170343089,170372311,429
chr4@ENSG00000250082@RP11-796L2.1@170481695@170482195,chr4,ENSG00000250082,RP11-796L2.1,170481695,170482195,501
chr4@ENSG00000181359@HSP90AA6P@170581470@170605450,chr4,ENSG00000181359,HSP90AA6P,170581470,170605450,853
chr4@ENSG00000250968@RP11-322J23.1@170742469@170743718,chr4,ENSG00000250968,RP11-322J23.1,170742469,170743718,614
chr4@ENSG00000249943@RP11-213L8.1@170814339@170814548,chr4,ENSG00000249943,RP11-213L8.1,170814339,170814548,210
chr4@ENSG00000251961@RNU6ATAC13P@170891467@170891597,chr4,ENSG00000251961,RNU6ATAC13P,170891467,170891597,131
chr4@ENSG00000248872@RP11-344G13.1@171040602@171059163,chr4,ENSG00000248872,RP11-344G13.1,171040602,171059163,3632
chr4@ENSG00000249525@RP11-344G13.2@171113789@171114581,chr4,ENSG00000249525,RP11-344G13.2,171113789,171114581,583
chr4@ENSG00000248755@RP11-384D10.1@171169209@171169942,chr4,ENSG00000248755,RP11-384D10.1,171169209,171169942,734
chr4@ENSG00000278502@MIR6082@171186184@171186292,chr4,ENSG00000278502,MIR6082,171186184,171186292,109
chr4@ENSG00000248339@RP11-717H13.1@171289475@171298267,chr4,ENSG00000248339,RP11-717H13.1,171289475,171298267,4949
chr4@ENSG00000251176@RP11-97E7.1@171553000@171564267,chr4,ENSG00000251176,RP11-97E7.1,171553000,171564267,404
chr4@ENSG00000249297@RP11-97E7.2@171602683@171638763,chr4,ENSG00000249297,RP11-97E7.2,171602683,171638763,553
chr4@ENSG00000174473@GALNTL6@171812254@173041559,chr4,ENSG00000174473,GALNTL6,171812254,173041559,9242
chr4@ENSG00000274774@AC024706.1@172151696@172151790,chr4,ENSG00000274774,AC024706.1,172151696,172151790,95
chr4@ENSG00000248637@RP11-485C11.1@172380028@172380487,chr4,ENSG00000248637,RP11-485C11.1,172380028,172380487,460
chr4@ENSG00000245213@RP11-10K16.1@173131928@173169652,chr4,ENSG00000245213,RP11-10K16.1,173131928,173169652,3367
chr4@ENSG00000241652@RN7SL253P@173141643@173141938,chr4,ENSG00000241652,RN7SL253P,173141643,173141938,296
chr4@ENSG00000109586@GALNT7@173168753@173323967,chr4,ENSG00000109586,GALNT7,173168753,173323967,6865
chr4@ENSG00000221296@MIR548T@173268160@173268233,chr4,ENSG00000221296,MIR548T,173268160,173268233,74
chr4@ENSG00000248774@RP11-798M19.3@173322206@173329694,chr4,ENSG00000248774,RP11-798M19.3,173322206,173329694,521
chr4@ENSG00000164104@HMGB2@173331695@173335125,chr4,ENSG00000164104,HMGB2,173331695,173335125,2775
chr4@ENSG00000272870@RP11-798M19.6@173363780@173370446,chr4,ENSG00000272870,RP11-798M19.6,173363780,173370446,2495
chr4@ENSG00000164105@SAP30@173369969@173377532,chr4,ENSG00000164105,SAP30,173369969,173377532,1320
chr4@ENSG00000164106@SCRG1@173384701@173406380,chr4,ENSG00000164106,SCRG1,173384701,173406380,5396
chr4@ENSG00000242882@RPL5P11@173419245@173420137,chr4,ENSG00000242882,RPL5P11,173419245,173420137,893
chr4@ENSG00000252898@RNU6-1096P@173446603@173446704,chr4,ENSG00000252898,RNU6-1096P,173446603,173446704,102
chr4@ENSG00000261646@RP11-489G11.3@173467833@173470041,chr4,ENSG00000261646,RP11-489G11.3,173467833,173470041,2209
chr4@ENSG00000164107@HAND2@173524969@173530229,chr4,ENSG00000164107,HAND2,173524969,173530229,3601
chr4@ENSG00000237125@HAND2-AS1@173527270@173591324,chr4,ENSG00000237125,HAND2-AS1,173527270,173591324,9829
chr4@ENSG00000261672@RP11-475B2.1@173593672@173594556,chr4,ENSG00000261672,RP11-475B2.1,173593672,173594556,885
chr4@ENSG00000234801@MORF4@173615936@173616906,chr4,ENSG00000234801,MORF4,173615936,173616906,971
chr4@ENSG00000213370@RANP6@173633728@173634371,chr4,ENSG00000213370,RANP6,173633728,173634371,644
chr4@ENSG00000250043@RP11-161D15.2@173877471@173913252,chr4,ENSG00000250043,RP11-161D15.2,173877471,173913252,1230
chr4@ENSG00000250708@RP11-161D15.1@173897252@173929525,chr4,ENSG00000250708,RP11-161D15.1,173897252,173929525,605
chr4@ENSG00000251216@RP11-161D15.3@173924207@173990861,chr4,ENSG00000251216,RP11-161D15.3,173924207,173990861,1993
chr4@ENSG00000248174@RP11-148L24.1@174094660@174220398,chr4,ENSG00000248174,RP11-148L24.1,174094660,174220398,1659
